file	class	conviction	origin_family	appearances	raw_tradition
vayu.md	MULTI_SAME_FAMILY	HIGH	Vedic-Hindu		Vedic / Hindu
veles.md	SINGULAR	HIGH	Slavic-Finnic		Pre-Christian Slavic
velinas.md	SINGULAR	HIGH	Baltic		Baltic (Lithuanian and Latvian)
venkateswara.md	SINGULAR	HIGH	Vedic-Hindu		Hindu (Vaishnava)
venus-roman.md	SINGULAR	HIGH	Roman		Roman religion
verethragna.md	SINGULAR	HIGH	Zoroastrian		Zoroastrian (Avestan and Pahlavi)
vertumnus.md	SINGULAR	HIGH	Roman		Roman
vesta.md	SINGULAR	HIGH	Roman		Roman religion
vichama.md	SINGULAR	HIGH	Andean		Inca
victoria-roman.md	SINGULAR	HIGH	Roman		Roman religion
vidar.md	SINGULAR	HIGH	Norse		Norse paganism (Prose Edda; Völuspá)
vili-ve.md	SINGULAR	HIGH	Norse		Norse (Eddic cosmogony)
viracocha.md	MULTI_SAME_FAMILY	HIGH	Andean		Inca / pre-Inca Andean
vishnu.md	MULTI_SAME_FAMILY	HIGH	Vedic-Hindu		Vedic / Vaishnava Hinduism
vishvakarma.md	SINGULAR	HIGH	Vedic-Hindu		Hindu
vithoba.md	SINGULAR	HIGH	Vedic-Hindu		Hindu (Vaishnava)
vohu-manah.md	MULTI_SAME_FAMILY	REVIEW	Zoroastrian		Zoroastrian (Avestan and Pahlavi); the second Amesha Spenta
vritra.md	SINGULAR	HIGH	Vedic-Hindu		Vedic (Hinduism)
vucub-caquix.md	SINGULAR	HIGH	Maya		Maya (Kʼicheʼ)
vulcan-roman.md	SINGULAR	HIGH	Roman		Roman religion
waa-the-crow.md	SINGULAR	HIGH	Aboriginal-Australian		Kulin Nation (Wurundjeri / Boon Wurrung / Taungurung / Wathaurong / Dja Dja Wurrung) — Aboriginal Australian
wadd.md	SINGULAR	HIGH	Pre-Islamic-Arabian		Pre-Islamic Arabian (Minaean / Sabaean South Arabian; Quranic-preserved antediluvian-pantheon listing)
wadjet.md	SINGULAR	HIGH	Egyptian		Ancient Egyptian religion
waheguru.md	SINGULAR	HIGH	Sikh		Sikh (Guru Granth Sahib — Gurbani)
wakan-tanka.md	SINGULAR	HIGH	Indigenous-N-American		Lakota (and broader Sioux — Dakota, Nakota)
wakea.md	MULTI_SAME_FAMILY	HIGH	Polynesian		Hawaiian / Polynesian religion (Kumulipo — Hawaiian creation chant)
wandjina.md	MULTI_SAME_FAMILY	REVIEW	Aboriginal-Australian		Aboriginal Australian — Worora / Ngarinyin / Wunambal — Kimberley region, Western Australia (Mowanjum community continues active custodianship)
watatsumi.md	SINGULAR	HIGH	Shinto		Shinto
wayland-smith.md	SINGULAR	HIGH	Norse		Germanic (Norse and Anglo-Saxon legend)
wenchang.md	MULTI_SAME_FAMILY	HIGH	Chinese		Daoism / Chinese folk religion
wepwawet.md	SINGULAR	HIGH	Egyptian		Egyptian
whiro.md	SINGULAR	HIGH	Polynesian		Māori
white-buffalo-calf-woman.md	SINGULAR	HIGH	Indigenous-N-American		Lakota
wi-sun-lakota.md	SINGULAR	HIGH	Indigenous-N-American		Lakota
xi-wangmu.md	MULTI_SAME_FAMILY	HIGH	Chinese		Chinese folk religion / Daoism
xipe-totec.md	MULTI_SAME_FAMILY	HIGH	Nahua-Aztec		Nahua / Aztec
xiuhtecuhtli.md	SINGULAR	HIGH	Nahua-Aztec		Aztec (Nahua)
xmucane-xpiacoc.md	SINGULAR	HIGH	Maya		Maya (K'iche')
xochipilli.md	SINGULAR	HIGH	Nahua-Aztec		Aztec (Nahua)
xochiquetzal.md	MULTI_SAME_FAMILY	HIGH	Nahua-Aztec		Nahua / Aztec
xolotl.md	SINGULAR	HIGH	Nahua-Aztec		Aztec (Nahua)
xuanwu.md	SINGULAR	HIGH	Chinese		Chinese (Daoist)
yaghuth.md	SINGULAR	HIGH	Pre-Islamic-Arabian		Pre-Islamic Arabian (Madhḥij tribal confederation; Quranic-preserved antediluvian-pantheon listing)
yahweh.md	MULTI_SAME_FAMILY	HIGH	Israelite		Israelite / Jewish
yaldabaoth.md	SINGULAR	HIGH	Gnostic		Sethian Gnostic
yam.md	MULTI_SAME_FAMILY	HIGH	Canaanite		Canaanite / Ugaritic
yama-vedic.md	SINGULAR	HIGH	Vedic-Hindu		Vedic Hinduism (continued in Puranic Hinduism, Buddhism, Jainism)
yamantaka.md	SINGULAR	HIGH	Buddhist		Vajrayana Buddhism (Geluk, Sakya, Nyingma)
yamuna.md	SINGULAR	HIGH	Vedic-Hindu		Hindu
yan-wang.md	SINGULAR	HIGH	Chinese		Chinese religion
yarikh.md	SINGULAR	HIGH	Canaanite		Canaanite (Ugaritic)
yashoda.md	MULTI_SAME_FAMILY	HIGH	Vedic-Hindu		Vaishnavism / Bhakti
yauq.md	SINGULAR	HIGH	Pre-Islamic-Arabian		Pre-Islamic Arabian (Hamdān tribal confederation; Quranic-preserved antediluvian-pantheon listing)
yemoja.md	SINGULAR	HIGH	Yoruba-Diaspora		Yoruba
yeomra.md	SINGULAR	HIGH	Korean		Korean
yima-jamshid.md	SINGULAR	HIGH	Zoroastrian		Zoroastrian (Avestan and Pahlavi)
ymir.md	SINGULAR	HIGH	Norse		Norse paganism
yum-kaax.md	SINGULAR	HIGH	Maya		Yucatec Maya
zababa.md	SINGULAR	HIGH	Mesopotamian		Akkadian
zagreus.md	SINGULAR	HIGH	Mystery		Orphic (within Greek mystery religion)
zao-jun.md	SINGULAR	HIGH	Chinese		Chinese
zemyna.md	SINGULAR	HIGH	Baltic		Baltic (Lithuanian)
zeus.md	SINGULAR	HIGH	Greek		Greek
zhurong.md	SINGULAR	HIGH	Chinese		Chinese
zipacna.md	SINGULAR	HIGH	Maya		Maya (K'iche')
zorya.md	SINGULAR	HIGH	Slavic-Finnic		Slavic paganism (folk tradition; 17th-c. spell manuscripts; Propp's analysis)
zurvan.md	MULTI_SAME_FAMILY	REVIEW	Zoroastrian		Iranian / Zoroastrian (Zurvanite)
