file	class	conviction	origin_family	appearances	raw_tradition
siddhartha-gautama-buddha.md	SINGULAR	HIGH	Buddhist		Buddhism
sigmund-freud.md	MULTI_SAME_FAMILY	REVIEW	UNKNOWN		Western psychology / psychoanalysis
sihyaj-kahk.md	NO_TRADITION				
silas-silvanus.md	SINGULAR	HIGH	Christian		earliest Christianity
silk-road-as-religious-transmission-corridor.md	NO_TRADITION				
simeon-the-stylite.md	SINGULAR	HIGH	Christian		Patristic Christian (Syrian)
simon-magus.md	MULTI_CROSS_FAMILY	HIGH	Israelite	Gnostic	Samaritan religious milieu; proto-Gnosticism (per heresiologists)
simon-the-zealot.md	SINGULAR	HIGH	Christian		earliest Christianity
sir-thomas-stamford-raffles.md	NO_TRADITION				
slaves-atlantic.md	NO_TRADITION				
slaves-trans-saharan.md	NO_TRADITION				
sneferu.md	NO_TRADITION				
snorri-sturluson.md	MULTI_CROSS_FAMILY	MEDIUM	Christian	Norse	Medieval Icelandic Christianity / Norse mythography
socrates.md	SINGULAR	HIGH	Greek		Classical Greek philosophy
soga-no-umako.md	NO_TRADITION				
solomon-king.md	MULTI_SAME_FAMILY	REVIEW	Israelite		Israelite / pre-exilic Judah
solon.md	SINGULAR	HIGH	Greek		Greek (Athenian)
sotaesan.md	SINGULAR	HIGH	Buddhist		[[tradition-won-buddhism]]
spyridon-marinatos.md	MULTI_CROSS_FAMILY	HIGH	Academic	Greek	[[tradition-comparative-religion-academic]] (archaeological method); secular Greek scholarship
sri-aurobindo.md	MULTI_SAME_FAMILY	HIGH	Vedic-Hindu		Hindu modernism / Integral Yoga
sri-yukteswar.md	MULTI_SAME_FAMILY	HIGH	Vedic-Hindu		Hindu modernism / Kriya Yoga
st-peters-basilica.md	NO_TRADITION				
stella-kramrisch.md	NO_TRADITION				
stephanie-meece.md	NO_TRADITION				
stephen-h-lekson.md	NO_TRADITION				
stephen-mcnallen.md	MULTI_SAME_FAMILY	REVIEW	Norse		Asatru / Heathenry
stephen-protomartyr.md	SINGULAR	HIGH	Christian		earliest Christianity
stewart-koyiyumptewa.md	NO_TRADITION				
stole.md	NO_TRADITION				
strabo.md	MULTI_SAME_FAMILY	REVIEW	Roman		Greek — Roman-period geographer and historian
suetonius.md	SINGULAR	HIGH	Roman		Roman aristocratic literary (pagan)
suhrawardi.md	SINGULAR	HIGH	Islamic		Islamic philosophy — Illuminationism (Ishrāqiyya)
suinin-tenno.md	NO_TRADITION				
sumer.md	NO_TRADITION				
sun-myung-moon.md	MULTI_SAME_FAMILY	REVIEW	UNKNOWN		Unification Church / Family Federation for World Peace and Unification
sun-simiao.md	SINGULAR	HIGH	Chinese		Chinese
surdas.md	SINGULAR	HIGH	Vedic-Hindu		Hindu Bhakti (Vaishnava — Krishna-bhakti, Pushtimarg)
suryavarman-ii.md	NO_TRADITION				
susan-niles.md	NO_TRADITION				
swami-vivekananda.md	MULTI_SAME_FAMILY	HIGH	Vedic-Hindu		Hindu modernism / Advaita Vedanta
sylvanus-morley.md	NO_TRADITION				
symeon-the-new-theologian.md	SINGULAR	HIGH	Christian		Eastern Orthodox Christianity — Byzantine monastic mysticism
t-g-h-strehlow.md	MULTI_CROSS_FAMILY	MEDIUM	Academic	Christian	academic anthropology / Lutheran Christian (background)
ta-prohm-inscription.md	NO_TRADITION				
tacitus.md	SINGULAR	HIGH	Roman		Roman aristocratic literary (pagan)
taira-no-kiyomori.md	NO_TRADITION				
takla-haymanot.md	SINGULAR	HIGH	Christian		[[tradition-ethiopian-orthodox-tewahedo]]
tamil-three-nayanars.md	SINGULAR	HIGH	Vedic-Hindu		Hindu Bhakti (Tamil Shaivism — Nayanar tradition)
tat-hermetic-disciple.md	SINGULAR	HIGH	Hermetic		Hermetic
tatian-the-syrian.md	MULTI_SAME_FAMILY	REVIEW	Christian		Patristic Christian → Encratite
temmu-tenno.md	NO_TRADITION				
tenoned-heads-chavin.md	NO_TRADITION				
teresa-of-avila.md	SINGULAR	HIGH	Christian		Latin Christianity (Catholic Counter-Reformation; Discalced Carmelite)
tertullian.md	SINGULAR	HIGH	Christian		Patristic Christian (Latin) — later Montanist
thaddaeus-jude-apostle.md	MULTI_SAME_FAMILY	HIGH	Christian		earliest Christianity; Armenian Apostolic; Syriac Christianity
thales.md	SINGULAR	HIGH	Greek		Pre-Socratic Greek (the Milesian school of Ionian natural philosophy)
the-bab.md	MULTI_SAME_FAMILY	REVIEW	UNKNOWN		Bábí / Bahá'í Faith (precursor manifestation)
the-magi.md	MULTI_CROSS_FAMILY	HIGH	Zoroastrian	Christian	Zoroastrian (Median + Achaemenid + Sasanian Persian priesthood); cross-referenced as Christian Nativity figures in Matthew 2
the-nine-saints.md	MULTI_SAME_FAMILY	REVIEW	Christian		[[tradition-ethiopian-orthodox-tewahedo]] (the founding monastic generation); origin: [[tradition-syriac-orthodox]] / [[tradition-oriental-orthodox]]
thecla.md	MULTI_CROSS_FAMILY	MEDIUM	Christian	Gnostic	earliest Christianity; encratite/proto-Gnostic currents
theodoor-van-erp.md	NO_TRADITION				
theodore-of-mopsuestia.md	SINGULAR	HIGH	Christian		Antiochene Christian
theodore-strehlow.md	MULTI_SAME_FAMILY	REVIEW	Christian		Lutheran Christianity / German missionary linguistics
theodosius-i.md	SINGULAR	HIGH	Christian		Nicene Christian (Roman imperial)
theodotus-valentinian.md	SINGULAR	HIGH	Christian		Valentinian Gnostic Christianity (Eastern school)
theophilus-of-antioch.md	SINGULAR	HIGH	Christian		Patristic Christian (proto-orthodox)
thich-nhat-hanh.md	MULTI_SAME_FAMILY	REVIEW	Buddhist		Buddhist modernism / Engaged Buddhism / Plum Village
thomas-apostle.md	MULTI_CROSS_FAMILY	HIGH	Christian	Gnostic	earliest Christianity; Syriac Christianity; Thomasine tradition
thomas-aquinas.md	SINGULAR	HIGH	Christian		Latin Christian — Dominican scholastic
thomas-emerson.md	NO_TRADITION				
thomas-taylor-neoplatonist.md	MULTI_SAME_FAMILY	REVIEW	Neoplatonist		Neoplatonism / Pagan philosophy
thomas-vaughan.md	MULTI_CROSS_FAMILY	MEDIUM	Hermetic	Modern-Esoteric	English Hermetic / Rosicrucian-Paracelsian
thutmose-iii.md	NO_TRADITION				
thutmose-iv.md	NO_TRADITION				
tiberius-emperor.md	SINGULAR	HIGH	Roman		Roman imperial
timothy-pauketat.md	NO_TRADITION				
timothy.md	SINGULAR	HIGH	Christian		earliest Christianity
tirumalai-nayaka.md	NO_TRADITION				
titus.md	SINGULAR	HIGH	Christian		earliest Christianity
tlatelolco-templo-mayor.md	NO_TRADITION				
todaiji-yoroku.md	NO_TRADITION				
tomas-de-torquemada.md	MULTI_SAME_FAMILY	HIGH	Christian		Medieval Christianity / Roman Catholicism
topa-inca-yupanqui.md	NO_TRADITION				
torreon-machu-picchu.md	NO_TRADITION				
trajan-emperor.md	SINGULAR	HIGH	Roman		Roman state religion (pagan)
trajan-roman-emperor.md	NO_TRADITION				
triptolemus-legendary.md	SINGULAR	HIGH	Greek		Greek (Eleusinian mystery cult and Athenian civic-religious tradition)
tsongkhapa.md	SINGULAR	HIGH	Buddhist		Vajrayāna Buddhism — Gelug (Yellow Hat)
tulsidas.md	SINGULAR	HIGH	Vedic-Hindu		Hindu Bhakti (Vaishnava — Ram-bhakti)
turks.md	NO_TRADITION				
tutankhamun.md	SINGULAR	HIGH	Egyptian		Egyptian (18th Dynasty, end of the Amarna period)
twin-tollans-volume.md	NO_TRADITION				
tycho-brahe.md	MULTI_SAME_FAMILY	REVIEW	UNKNOWN		Early modern astronomy / Renaissance natural philosophy
umar-ibn-al-khattab.md	MULTI_SAME_FAMILY	HIGH	Islamic		Islam — Sunnī (one of the four Rashidun caliphs; the *al-fārūq* honorific is canonical); Shīʿī (variously regarded — historically critical for ʿUmar's role in the Saqīfa succession-dispute and the alleged early sidelining of ʿAlī)
una-vida.md	NO_TRADITION				
unas.md	SINGULAR	HIGH	Egyptian		Egyptian (Old Kingdom)
ur-bau.md	SINGULAR	HIGH	Mesopotamian		Sumerian (Second Dynasty of Lagash, late Gutian period)
ur-nammu.md	SINGULAR	HIGH	Mesopotamian		Sumerian (Third Dynasty of Ur)
urartu.md	NO_TRADITION				
uthman.md	SINGULAR	HIGH	Islamic		Islam
utnapishtim.md	MULTI_SAME_FAMILY	HIGH	Mesopotamian		Standard Babylonian / Mesopotamian (Gilgamesh XI flood)
utpaladeva.md	SINGULAR	HIGH	Vedic-Hindu		Hindu — Kashmir Shaivism (Pratyabhijñā / Trika)
uzayr.md	SINGULAR	HIGH	Islamic		Islam (Quranic reference)
v-d-savarkar.md	MULTI_SAME_FAMILY	HIGH	Vedic-Hindu		Hindutva / Hindu nationalism
valentinus.md	SINGULAR	HIGH	Christian		Valentinian Gnostic Christianity
valerian-emperor.md	SINGULAR	HIGH	Roman		Roman state religion (pagan)
vallabhacharya.md	MULTI_SAME_FAMILY	HIGH	Vedic-Hindu		Hindu — Shuddhadvaita Vedanta / Pushtimarg Vaishnavism
vasco-da-gama.md	MULTI_SAME_FAMILY	REVIEW	Hermetic		[[tradition-order-of-christ]] / [[tradition-portuguese-hermeticism]]
vasubandhu.md	SINGULAR	HIGH	Buddhist		Buddhism (Sarvāstivāda → Yogācāra)
vasugupta.md	SINGULAR	HIGH	Vedic-Hindu		Hindu — Kashmir Shaivism (Trika / Spanda school)
victor-hugo.md	NO_TRADITION				
vidyadhara-chandela.md	NO_TRADITION				
vidyaranya.md	MULTI_SAME_FAMILY	REVIEW	Vedic-Hindu		Hindu — Advaita Vedanta; Vijayanagara state ideology
vilca-anadenanthera-colubrina.md	NO_TRADITION				
viriato.md	SINGULAR	HIGH	Celtic		Lusitanian (pre-Roman Iberian)
vision-quest.md	NO_TRADITION				
viswanatha-nayaka.md	NO_TRADITION				
vivekananda.md	NO_TRADITION				
voltaire.md	SINGULAR	REVIEW	UNKNOWN		French Enlightenment
walter-burkert.md	NO_TRADITION				
walter-spink.md	NO_TRADITION				
walter-terence-stace.md	SINGULAR	REVIEW	UNKNOWN		`tradition-perennial-philosophy`
wang-xuanfu.md	NO_TRADITION				
wang-yangming.md	SINGULAR	HIGH	Chinese		Neo-Confucianism (Xin Xue / School of Mind)
wang-yuanlu.md	NO_TRADITION				
wei-jing.md	NO_TRADITION				
wendy-doniger.md	MULTI_SAME_FAMILY	REVIEW	Academic		Comparative religion (academic) / Indology
william-blake.md	MULTI_SAME_FAMILY	REVIEW	Christian		English Romanticism / Christian mysticism / personal synthetic mythology
william-coe.md	NO_TRADITION				
william-iseminger.md	NO_TRADITION				
william-james.md	MULTI_SAME_FAMILY	REVIEW	UNKNOWN		American pragmatism / psychology of religion
william-marshal.md	NO_TRADITION				
william-of-saint-mary-the-virgin.md	NO_TRADITION				
william-robertson-smith.md	MULTI_SAME_FAMILY	REVIEW	Academic		Comparative religion (academic) / Old Testament criticism
william-seymour.md	NO_TRADITION				
william-sinclair-rosslyn.md	MULTI_SAME_FAMILY	REVIEW	UNKNOWN		Scottish nobility / Templar-influenced architecture
wittgenstein.md	SINGULAR	REVIEW	UNKNOWN		Analytic Philosophy
wolega-tafari-makonnen-haile-selassie.md	MULTI_SAME_FAMILY	REVIEW	Christian		Ethiopian Orthodox Christianity (officially) / [[tradition-rastafari]] (object of religious veneration outside Ethiopia)
wolfram-von-eschenbach.md	SINGULAR	HIGH	Christian		Latin Christianity (German medieval literary culture)
woodhenge-wiltshire.md	NO_TRADITION				
wovoka.md	MULTI_SAME_FAMILY	REVIEW	UNKNOWN		Northern Paiute / pan-tribal Ghost Dance
wudang-shan-zhi.md	NO_TRADITION				
xenophanes.md	SINGULAR	HIGH	Greek		Greek philosophy (Presocratic)
xenophon.md	NO_TRADITION				
xinjiang.md	NO_TRADITION				
xiongnu.md	NO_TRADITION				
xu-benshan.md	NO_TRADITION				
xuantian-shangdi-zhuanlu.md	NO_TRADITION				
xuanzang.md	SINGULAR	HIGH	Buddhist		Chinese Mahāyāna Buddhism (Faxiang 法相 / Yogācāra-Vijñānavāda school)
xunzi-person.md	SINGULAR	HIGH	Chinese		Confucianism
yajnavalkya.md	MULTI_SAME_FAMILY	HIGH	Vedic-Hindu		Vedic / Upaniṣadic Hindu
yamato-hime-no-mikoto-seiki.md	NO_TRADITION				
yamato-hime-no-mikoto.md	NO_TRADITION				
yared-the-deacon.md	SINGULAR	HIGH	Christian		[[tradition-ethiopian-orthodox-tewahedo]]
yi-songgye.md	NO_TRADITION				
yikin-chan-kawiil.md	NO_TRADITION				
yohanan-ben-zakkai.md	SINGULAR	HIGH	Rabbinic		early Rabbinic Judaism (Tannaitic; Pharisaic background)
yongle-emperor.md	NO_TRADITION				
yongming-yanshou.md	MULTI_SAME_FAMILY	HIGH	Buddhist		Chan Buddhism / Pure Land Buddhism
yu-the-great.md	SINGULAR	HIGH	Chinese		Chinese (Xia dynasty traditional founder)
zacchaeus.md	SINGULAR	HIGH	Christian		earliest Christianity
zadok-priest.md	MULTI_SAME_FAMILY	REVIEW	Israelite		Israelite / United Monarchy
zara-yaqob-emperor.md	SINGULAR	HIGH	Christian		[[tradition-ethiopian-orthodox-tewahedo]] (Solomonic dynasty)
zarathustra.md	SINGULAR	HIGH	Zoroastrian		Zoroastrian
zecharia-sitchin.md	MULTI_SAME_FAMILY	REVIEW	UNKNOWN		alternative-history / popular pseudoarchaeology
zechariah-priest.md	MULTI_CROSS_FAMILY	HIGH	Islamic	Israelite | Christian	Islam (Quranic figure); Second Temple Judaism / Christianity
zemaryalai-tarzi.md	NO_TRADITION				
zeno-of-citium.md	SINGULAR	HIGH	Greek		Greek philosophy — Stoicism (founder)
zerubbabel.md	MULTI_SAME_FAMILY	REVIEW	UNKNOWN		post-exilic Judah / Persian period
zhang-sanfeng.md	NO_TRADITION				
zhang-zai.md	SINGULAR	HIGH	Chinese		Neo-Confucianism (Song period)
zheng-he.md	NO_TRADITION				
zhou-dunyi.md	SINGULAR	HIGH	Chinese		Neo-Confucianism (Song period)
zhu-xi.md	MULTI_SAME_FAMILY	HIGH	Chinese		Neo-Confucianism / Song Confucianism
zhuangzi-person.md	SINGULAR	HIGH	Chinese		Daoism
zhuangzi.md	NO_TRADITION				
ziusudra.md	MULTI_SAME_FAMILY	HIGH	Mesopotamian		Sumerian / Mesopotamian
zoroaster-prophet.md	NO_TRADITION				
zosimos-of-panopolis.md	SINGULAR	HIGH	Hermetic		Greco-Egyptian Hermetic-alchemical
